new_name;reference.period.other.than.survey.period;label_english;L_CoronavirusImpact_wave6_2p.dta;L_CoronavirusImpact_wave5_3p.dta;L_CoronavirusImpact_wave4_4p.dta;L_CoronavirusImpact_wave3_4p.dta;L_CoronavirusImpact_4.0p.dta;L_CoronavirusImpact_3p.dta;type;categories_english;ordered;topic_english;question_group
not_mo_prim_child1;;;;;v2_ma_bokind1_na;;;;bool;;;Childcare;v2_bokind
not_tue_prim_child1;;;;;v2_di_bokind1_na;;;;bool;;;Childcare;v2_bokind
not_wed_prim_child1;;;;;v2_wo_bokind1_na;;;;bool;;;Childcare;v2_bokind
not_thu_prim_child1;;;;;v2_do_bokind1_na;;;;bool;;;Childcare;v2_bokind
not_fr_prim_child1;;;;;v2_vr_bokind1_na;;;;bool;;;Childcare;v2_bokind
no_school_sick_prim_child1;;;;;v3_bokind1__1;;;;bool;;;Childcare;v3_bokind
no_school_infect_prim_child1;;;;;v3_bokind1__2;;;;bool;;;Childcare;v3_bokind
no_school_infect_hh_prim_child1;;;;;v3_bokind1__3;;;;bool;;;Childcare;v3_bokind
no_school_exempt_prim_child1;;;;;v3_bokind1__4;;;;bool;;;Childcare;v3_bokind
no_school_household_prim_child1;;;;;v3_bokind1__5;;;;bool;;;Childcare;v3_bokind
no_school_other_prim_child1;;;;;v3_bokind1__6;;;;bool;;;Childcare;v3_bokind
no_school_other_str_prim_child1;;;;;v3and_bokind1;;;;object;;;Childcare;v3_bokind
cc_prim_child1;;;;;v4_bokind1;;;;bool;;;Childcare;v4_bokind
no_cc_sick_prim_child1;;;;;v5_bokind1__1;;;;bool;;;Childcare;v5_bokind
no_cc_infect_prim_child1;;;;;v5_bokind1__2;;;;bool;;;Childcare;v5_bokind
no_cc_infect_hh_prim_child1;;;;;v5_bokind1__3;;;;bool;;;Childcare;v5_bokind
no_cc_household_prim_child1;;;;;v5_bokind1__4;;;;bool;;;Childcare;v5_bokind
no_cc_closed_prim_child1;;;;;v5_bokind1__5;;;;bool;;;Childcare;v5_bokind
no_cc_no_place_prim_child1;;;;;v5_bokind1__6;;;;bool;;;Childcare;v5_bokind
no_cc_dont_use_prim_child1;;;;;v5_bokind1__7;;;;bool;;;Childcare;v5_bokind
no_cc_other_prim_child1;;;;;v5_bokind1__9;;;;bool;;;Childcare;v5_bokind
no_cc_other_str_prim_child1;;;;;v5and_bokind1;;;;object;;;Childcare;v5_bokind
school_start_mo_prim_child2;;;;;v2_ma_bokind2_start;;;;float;;;Childcare;v2_bokind
school_start_tue_prim_child2;;;;;v2_di_bokind2_start;;;;float;;;Childcare;v2_bokind
school_start_wed_prim_child2;;;;;v2_wo_bokind2_start;;;;float;;;Childcare;v2_bokind
school_start_thu_prim_child2;;;;;v2_do_bokind2_start;;;;float;;;Childcare;v2_bokind
school_start_fr_prim_child2;;;;;v2_vr_bokind2_start;;;;float;;;Childcare;v2_bokind
school_end_mo_prim_child2;;;;;v2_ma_bokind2_end;;;;float;;;Childcare;v2_bokind
school_end_tue_prim_child2;;;;;v2_di_bokind2_end;;;;float;;;Childcare;v2_bokind
school_end_wed_prim_child2;;;;;v2_wo_bokind2_end;;;;float;;;Childcare;v2_bokind
school_end_thu_prim_child2;;;;;v2_do_bokind2_end;;;;float;;;Childcare;v2_bokind
school_end_fr_prim_child2;;;;;v2_vr_bokind2_end;;;;float;;;Childcare;v2_bokind
not_mo_prim_child2;;;;;v2_ma_bokind2_na;;;;bool;;;Childcare;v2_bokind
not_tue_prim_child2;;;;;v2_di_bokind2_na;;;;bool;;;Childcare;v2_bokind
not_wed_prim_child2;;;;;v2_wo_bokind2_na;;;;bool;;;Childcare;v2_bokind
not_thu_prim_child2;;;;;v2_do_bokind2_na;;;;bool;;;Childcare;v2_bokind
not_fr_prim_child2;;;;;v2_vr_bokind2_na;;;;bool;;;Childcare;v2_bokind
no_school_sick_prim_child2;;;;;v3_bokind2__1;;;;bool;;;Childcare;v3_bokind
no_school_infect_prim_child2;;;;;v3_bokind2__2;;;;bool;;;Childcare;v3_bokind
no_school_infect_hh_prim_child2;;;;;v3_bokind2__3;;;;bool;;;Childcare;v3_bokind
no_school_exempt_prim_child2;;;;;v3_bokind2__4;;;;bool;;;Childcare;v3_bokind
no_school_household_prim_child2;;;;;v3_bokind2__5;;;;bool;;;Childcare;v3_bokind
no_school_other_prim_child2;;;;;v3_bokind2__6;;;;bool;;;Childcare;v3_bokind
no_school_other_str_prim_child2;;;;;v3and_bokind2;;;;object;;;Childcare;v3_bokind
cc_prim_child2;;;;;v4_bokind2;;;;bool;;;Childcare;v4_bokind
no_cc_sick_prim_child2;;;;;v5_bokind2__1;;;;bool;;;Childcare;v5_bokind
no_cc_infect_prim_child2;;;;;v5_bokind2__2;;;;bool;;;Childcare;v5_bokind
no_cc_infect_hh_prim_child2;;;;;v5_bokind2__3;;;;bool;;;Childcare;v5_bokind
no_cc_household_prim_child2;;;;;v5_bokind2__4;;;;bool;;;Childcare;v5_bokind
no_cc_closed_prim_child2;;;;;v5_bokind2__5;;;;bool;;;Childcare;v5_bokind
no_cc_no_place_prim_child2;;;;;v5_bokind2__6;;;;bool;;;Childcare;v5_bokind
no_cc_dont_use_prim_child2;;;;;v5_bokind2__7;;;;bool;;;Childcare;v5_bokind
no_cc_other_prim_child2;;;;;v5_bokind2__9;;;;bool;;;Childcare;v5_bokind
no_cc_other_str_prim_child2;;;;;v5and_bokind2;;;;object;;;Childcare;v5_bokind
school_start_mo_prim_child3;;;;;v2_ma_bokind3_start;;;;float;;;Childcare;v2_bokind
school_start_tue_prim_child3;;;;;v2_di_bokind3_start;;;;float;;;Childcare;v2_bokind
school_start_wed_prim_child3;;;;;v2_wo_bokind3_start;;;;float;;;Childcare;v2_bokind
school_start_thu_prim_child3;;;;;v2_do_bokind3_start;;;;float;;;Childcare;v2_bokind
school_start_fr_prim_child3;;;;;v2_vr_bokind3_start;;;;float;;;Childcare;v2_bokind
school_end_mo_prim_child3;;;;;v2_ma_bokind3_end;;;;float;;;Childcare;v2_bokind
school_end_tue_prim_child3;;;;;v2_di_bokind3_end;;;;float;;;Childcare;v2_bokind
school_end_wed_prim_child3;;;;;v2_wo_bokind3_end;;;;float;;;Childcare;v2_bokind
school_end_thu_prim_child3;;;;;v2_do_bokind3_end;;;;float;;;Childcare;v2_bokind
school_end_fr_prim_child3;;;;;v2_vr_bokind3_end;;;;float;;;Childcare;v2_bokind
not_mo_prim_child3;;;;;v2_ma_bokind3_na;;;;bool;;;Childcare;v2_bokind
not_tue_prim_child3;;;;;v2_di_bokind3_na;;;;bool;;;Childcare;v2_bokind
not_wed_prim_child3;;;;;v2_wo_bokind3_na;;;;bool;;;Childcare;v2_bokind
not_thu_prim_child3;;;;;v2_do_bokind3_na;;;;bool;;;Childcare;v2_bokind
not_fr_prim_child3;;;;;v2_vr_bokind3_na;;;;bool;;;Childcare;v2_bokind
no_school_sick_prim_child3;;;;;v3_bokind3__1;;;;bool;;;Childcare;v3_bokind
no_school_infect_prim_child3;;;;;v3_bokind3__2;;;;bool;;;Childcare;v3_bokind
no_school_infect_hh_prim_child3;;;;;v3_bokind3__3;;;;bool;;;Childcare;v3_bokind
no_school_exempt_prim_child3;;;;;v3_bokind3__4;;;;bool;;;Childcare;v3_bokind
no_school_household_prim_child3;;;;;v3_bokind3__5;;;;bool;;;Childcare;v3_bokind
no_school_other_prim_child3;;;;;v3_bokind3__6;;;;bool;;;Childcare;v3_bokind
no_school_other_str_prim_child3;;;;;v3and_bokind3;;;;object;;;Childcare;v3_bokind
cc_prim_child3;;;;;v4_bokind3;;;;bool;;;Childcare;v4_bokind
no_cc_sick_prim_child3;;;;;v5_bokind3__1;;;;bool;;;Childcare;v5_bokind
no_cc_infected_prim_child3;;;;;v5_bokind3__2;;;;bool;;;Childcare;v5_bokind
no_cc_infected_hh_prim_child3;;;;;v5_bokind3__3;;;;bool;;;Childcare;v5_bokind
no_cc_household_prim_child3;;;;;v5_bokind3__4;;;;bool;;;Childcare;v5_bokind
no_cc_closed_prim_child3;;;;;v5_bokind3__5;;;;bool;;;Childcare;v5_bokind
no_cc_no_place_prim_child3;;;;;v5_bokind3__6;;;;bool;;;Childcare;v5_bokind
no_cc_dont_use_prim_child3;;;;;v5_bokind3__7;;;;bool;;;Childcare;v5_bokind
no_cc_other_prim_child3;;;;;v5_bokind3__9;;;;bool;;;Childcare;v5_bokind
no_cc_other_str_prim_child3;;;;;v5and_bokind3;;;;object;;;Childcare;v5_bokind
school_start_mo_prim_child4;;;;;v2_ma_bokind4_start;;;;float;;;Childcare;v2_bokind
school_start_tue_prim_child4;;;;;v2_di_bokind4_start;;;;float;;;Childcare;v2_bokind
school_start_wed_prim_child4;;;;;v2_wo_bokind4_start;;;;float;;;Childcare;v2_bokind
school_start_thu_prim_child4;;;;;v2_do_bokind4_start;;;;float;;;Childcare;v2_bokind
school_start_fr_prim_child4;;;;;v2_vr_bokind4_start;;;;float;;;Childcare;v2_bokind
school_end_mo_prim_child4;;;;;v2_ma_bokind4_end;;;;float;;;Childcare;v2_bokind
school_end_tue_prim_child4;;;;;v2_di_bokind4_end;;;;float;;;Childcare;v2_bokind
school_end_wed_prim_child4;;;;;v2_wo_bokind4_end;;;;float;;;Childcare;v2_bokind
school_end_thu_prim_child4;;;;;v2_do_bokind4_end;;;;float;;;Childcare;v2_bokind
school_end_fr_prim_child4;;;;;v2_vr_bokind4_end;;;;float;;;Childcare;v2_bokind
not_mo_prim_child4;;;;;v2_ma_bokind4_na;;;;bool;;;Childcare;v2_bokind
not_tue_prim_child4;;;;;v2_di_bokind4_na;;;;bool;;;Childcare;v2_bokind
not_wed_prim_child4;;;;;v2_wo_bokind4_na;;;;bool;;;Childcare;v2_bokind
not_thu_prim_child4;;;;;v2_do_bokind4_na;;;;bool;;;Childcare;v2_bokind
not_fr_prim_child4;;;;;v2_vr_bokind4_na;;;;bool;;;Childcare;v2_bokind
no_school_sick_prim_child4;;;;;v3_bokind4__1;;;;bool;;;Childcare;v3_bokind
no_school_infect_prim_child4;;;;;v3_bokind4__2;;;;bool;;;Childcare;v3_bokind
no_school_infect_hh_prim_child4;;;;;v3_bokind4__3;;;;bool;;;Childcare;v3_bokind
no_school_exempt_prim_child4;;;;;v3_bokind4__4;;;;bool;;;Childcare;v3_bokind
no_school_household_prim_child4;;;;;v3_bokind4__5;;;;bool;;;Childcare;v3_bokind
no_school_other_prim_child4;;;;;v3_bokind4__6;;;;bool;;;Childcare;v3_bokind
no_school_other_str_prim_child4;;;;;v3and_bokind4;;;;object;;;Childcare;v3_bokind
cc_prim_child4;;;;;v4_bokind4;;;;bool;;;Childcare;v4_bokind
no_cc_sick_prim_child4;;;;;v5_bokind4__1;;;;bool;;;Childcare;v5_bokind
no_cc_infected_prim_child4;;;;;v5_bokind4__2;;;;bool;;;Childcare;v5_bokind
no_cc_infected_hh_prim_child4;;;;;v5_bokind4__3;;;;bool;;;Childcare;v5_bokind
no_cc_household_prim_child4;;;;;v5_bokind4__4;;;;bool;;;Childcare;v5_bokind
no_cc_closed_prim_child4;;;;;v5_bokind4__5;;;;bool;;;Childcare;v5_bokind
no_cc_no_place_prim_child4;;;;;v5_bokind4__6;;;;bool;;;Childcare;v5_bokind
no_cc_dont_use_prim_child4;;;;;v5_bokind4__7;;;;bool;;;Childcare;v5_bokind
no_cc_other_prim_child4;;;;;v5_bokind4__9;;;;bool;;;Childcare;v5_bokind
no_cc_other_str_prim_child4;;;;;v5and_bokind4;;;;object;;;Childcare;v5_bokind
school_start_mo_prim_child5;;;;;v2_ma_bokind5_start;;;;float;;;Childcare;v2_bokind
school_start_tue_prim_child5;;;;;v2_di_bokind5_start;;;;float;;;Childcare;v2_bokind
school_start_wed_prim_child5;;;;;v2_wo_bokind5_start;;;;float;;;Childcare;v2_bokind
school_start_thu_prim_child5;;;;;v2_do_bokind5_start;;;;float;;;Childcare;v2_bokind
school_start_fr_prim_child5;;;;;v2_vr_bokind5_start;;;;float;;;Childcare;v2_bokind
school_end_mo_prim_child5;;;;;v2_ma_bokind5_end;;;;float;;;Childcare;v2_bokind
school_end_tue_prim_child5;;;;;v2_di_bokind5_end;;;;float;;;Childcare;v2_bokind
school_end_wed_prim_child5;;;;;v2_wo_bokind5_end;;;;float;;;Childcare;v2_bokind
school_end_thu_prim_child5;;;;;v2_do_bokind5_end;;;;float;;;Childcare;v2_bokind
school_end_fr_prim_child5;;;;;v2_vr_bokind5_end;;;;float;;;Childcare;v2_bokind
not_mo_prim_child5;;;;;v2_ma_bokind5_na;;;;bool;;;Childcare;v2_bokind
not_tue_prim_child5;;;;;v2_di_bokind5_na;;;;bool;;;Childcare;v2_bokind
not_wed_prim_child5;;;;;v2_wo_bokind5_na;;;;bool;;;Childcare;v2_bokind
not_thu_prim_child5;;;;;v2_do_bokind5_na;;;;bool;;;Childcare;v2_bokind
not_fr_prim_child5;;;;;v2_vr_bokind5_na;;;;bool;;;Childcare;v2_bokind
no_school_sick_prim_child5;;;;;v3_bokind5__1;;;;bool;;;Childcare;v3_bokind
no_school_infect_prim_child5;;;;;v3_bokind5__2;;;;bool;;;Childcare;v3_bokind
no_school_infect_hh_prim_child5;;;;;v3_bokind5__3;;;;bool;;;Childcare;v3_bokind
no_school_exempt_prim_child5;;;;;v3_bokind5__4;;;;bool;;;Childcare;v3_bokind
no_school_household_prim_child5;;;;;v3_bokind5__5;;;;bool;;;Childcare;v3_bokind
no_school_other_prim_child5;;;;;v3_bokind5__6;;;;bool;;;Childcare;v3_bokind
no_school_other_str_prim_child5;;;;;v3and_bokind5;;;;object;;;Childcare;v3_bokind
cc_prim_child5;;;;;v4_bokind5;;;;bool;;;Childcare;v4_bokind
no_cc_sick_prim_child5;;;;;v5_bokind5__1;;;;bool;;;Childcare;v5_bokind
no_cc_infected_prim_child5;;;;;v5_bokind5__2;;;;bool;;;Childcare;v5_bokind
no_cc_infected_hh_prim_child5;;;;;v5_bokind5__3;;;;bool;;;Childcare;v5_bokind
no_cc_household_prim_child5;;;;;v5_bokind5__4;;;;bool;;;Childcare;v5_bokind
no_cc_closed_prim_child5;;;;;v5_bokind5__5;;;;bool;;;Childcare;v5_bokind
no_cc_no_place_prim_child5;;;;;v5_bokind5__6;;;;bool;;;Childcare;v5_bokind
no_cc_dont_use_prim_child5;;;;;v5_bokind5__7;;;;bool;;;Childcare;v5_bokind
no_cc_other_prim_child5;;;;;v5_bokind5__9;;;;bool;;;Childcare;v5_bokind
no_cc_other_str_prim_child5;;;;;v5and_bokind5;;;;object;;;Childcare;v5_bokind
school_start_mo_sec_child1;;;;;v2_ma_vokind1_start;;;;float;;;Childcare;v2_vokind
school_start_tue_sec_child1;;;;;v2_di_vokind1_start;;;;float;;;Childcare;v2_vokind
school_start_wed_sec_child1;;;;;v2_wo_vokind1_start;;;;float;;;Childcare;v2_vokind
school_start_thu_sec_child1;;;;;v2_do_vokind1_start;;;;float;;;Childcare;v2_vokind
school_start_fr_sec_child1;;;;;v2_vr_vokind1_start;;;;float;;;Childcare;v2_vokind
school_end_mo_sec_child1;;;;;v2_ma_vokind1_end;;;;float;;;Childcare;v2_vokind
school_end_tue_sec_child1;;;;;v2_di_vokind1_end;;;;float;;;Childcare;v2_vokind
school_end_wed_sec_child1;;;;;v2_wo_vokind1_end;;;;float;;;Childcare;v2_vokind
school_end_thu_sec_child1;;;;;v2_do_vokind1_end;;;;float;;;Childcare;v2_vokind
school_end_fr_sec_child1;;;;;v2_vr_vokind1_end;;;;float;;;Childcare;v2_vokind
not_mo_sec_child1;;;;;v2_ma_vokind1_na;;;;bool;;;Childcare;v2_vokind
not_tue_sec_child1;;;;;v2_di_vokind1_na;;;;bool;;;Childcare;v2_vokind
not_wed_sec_child1;;;;;v2_wo_vokind1_na;;;;bool;;;Childcare;v2_vokind
not_thu_sec_child1;;;;;v2_do_vokind1_na;;;;bool;;;Childcare;v2_vokind
not_fr_sec_child1;;;;;v2_vr_vokind1_na;;;;bool;;;Childcare;v3_vokind
no_school_sick_sec_child1;;;;;v3_vokind1__1;;;;bool;;;Childcare;v3_vokind
no_school_infect_sec_child1;;;;;v3_vokind1__2;;;;bool;;;Childcare;v3_vokind
no_school_infect_hh_sec_child1;;;;;v3_vokind1__3;;;;bool;;;Childcare;v3_vokind
no_school_exempt_sec_child1;;;;;v3_vokind1__4;;;;bool;;;Childcare;v3_vokind
no_school_household_sec_child1;;;;;v3_vokind1__5;;;;bool;;;Childcare;v3_vokind
no_school_other_sec_child1;;;;;v3_vokind1__6;;;;bool;;;Childcare;v3_vokind
no_school_other_str_sec_child1;;;;;v3and_vokind1;;;;object;;;Childcare;v3_vokind
school_start_mo_sec_child2;;;;;v2_ma_vokind2_start;;;;float;;;Childcare;v2_vokind
school_start_tue_sec_child2;;;;;v2_di_vokind2_start;;;;float;;;Childcare;v2_vokind
school_start_wed_sec_child2;;;;;v2_wo_vokind2_start;;;;float;;;Childcare;v2_vokind
school_start_thu_sec_child2;;;;;v2_do_vokind2_start;;;;float;;;Childcare;v2_vokind
school_start_fr_sec_child2;;;;;v2_vr_vokind2_start;;;;float;;;Childcare;v2_vokind
school_end_mo_sec_child2;;;;;v2_ma_vokind2_end;;;;float;;;Childcare;v2_vokind
school_end_tue_sec_child2;;;;;v2_di_vokind2_end;;;;float;;;Childcare;v2_vokind
school_end_wed_sec_child2;;;;;v2_wo_vokind2_end;;;;float;;;Childcare;v2_vokind
school_end_thu_sec_child2;;;;;v2_do_vokind2_end;;;;float;;;Childcare;v2_vokind
school_end_fr_sec_child2;;;;;v2_vr_vokind2_end;;;;float;;;Childcare;v2_vokind
not_mo_sec_child2;;;;;v2_ma_vokind2_na;;;;bool;;;Childcare;v2_vokind
not_tue_sec_child2;;;;;v2_di_vokind2_na;;;;bool;;;Childcare;v2_vokind
not_wed_sec_child2;;;;;v2_wo_vokind2_na;;;;bool;;;Childcare;v2_vokind
not_thu_sec_child2;;;;;v2_do_vokind2_na;;;;bool;;;Childcare;v2_vokind
not_fr_sec_child2;;;;;v2_vr_vokind2_na;;;;bool;;;Childcare;v3_vokind
no_school_sick_sec_child2;;;;;v3_vokind2__1;;;;bool;;;Childcare;v3_vokind
no_school_infect_sec_child2;;;;;v3_vokind2__2;;;;bool;;;Childcare;v3_vokind
no_school_infect_hh_sec_child2;;;;;v3_vokind2__3;;;;bool;;;Childcare;v3_vokind
no_school_exempt_sec_child2;;;;;v3_vokind2__4;;;;bool;;;Childcare;v3_vokind
no_school_household_sec_child2;;;;;v3_vokind2__5;;;;bool;;;Childcare;v3_vokind
no_school_other_sec_child2;;;;;v3_vokind2__6;;;;bool;;;Childcare;v3_vokind
no_school_other_str_sec_child2;;;;;v3and_vokind2;;;;object;;;Childcare;v3_vokind
school_start_mo_sec_child3;;;;;v2_ma_vokind3_start;;;;float;;;Childcare;v2_vokind
school_start_tue_sec_child3;;;;;v2_di_vokind3_start;;;;float;;;Childcare;v2_vokind
school_start_wed_sec_child3;;;;;v2_wo_vokind3_start;;;;float;;;Childcare;v2_vokind
school_start_thu_sec_child3;;;;;v2_do_vokind3_start;;;;float;;;Childcare;v2_vokind
school_start_fr_sec_child3;;;;;v2_vr_vokind3_start;;;;float;;;Childcare;v2_vokind
school_end_mo_sec_child3;;;;;v2_ma_vokind3_end;;;;float;;;Childcare;v2_vokind
school_end_tue_sec_child3;;;;;v2_di_vokind3_end;;;;float;;;Childcare;v2_vokind
school_end_wed_sec_child3;;;;;v2_wo_vokind3_end;;;;float;;;Childcare;v2_vokind
school_end_thu_sec_child3;;;;;v2_do_vokind3_end;;;;float;;;Childcare;v2_vokind
